"brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","review_profilename","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid","id"
1628,"Southampton Publick House",1215199318,3.5,3.5,4,"ChainGangGuy","Witbier",3,3,"Double White Ale",6.7,9755,5975
16866,"The Bruery",1321828515,4,4,4,"womencantsail","American Double / Imperial Stout",4,4.5,"Peanut Butter & Bals",18.3,75505,5976
1682,"Brasserie La Choulette",1268680708,3.5,4,4,"womencantsail","Fruit / Vegetable Beer",4.5,3.5,"La Choulette Framboise",6,12021,5977
396,"AleSmith Brewing Company",1162174855,4,4,4.5,"akorsak","American Double / Imperial Stout",4.5,4.5,"AleSmith Speedway Stout",12,3833,5978
1916,"Kettle House Brewing Co.",1212450176,4,4,4,"ChainGangGuy","Scotch Ale / Wee Heavy",4,4,"Cold Smoke Scotch Ale",6.5,5592,5979
2743,"Green Flash Brewing Co.",1251332468,4.5,4,4,"womencantsail","American IPA",4,4.5,"Green Flash West Coast I.P.A.",7.3,22505,5980
252,"Bayerische Staatsbrauerei Weihenstephan",1192715321,4,4,3.5,"akorsak","Weizenbock",4,4,"Weihenstephaner Vitus",7.7,35625,5981
99,"Matt Brewing Company",1212065201,4,3.5,3.5,"BuckeyeNation","Bock",4,4,"Saranac Black Diamond Bock",6,34304,5982
91,"United Breweries - UB Group",1263686554,2,2.5,3,"ChainGangGuy","American Pale Lager",3,2,"Kingfisher Premium Lager",4.8,266,5983
48,"Brouwerij Van Steenberge N.V.",1273836753,3.5,4,4,"akorsak","Lambic - Fruit",4,3.5,"Cherish Raspberry Lambic",5,2500,5984
99,"Matt Brewing Company",1164417500,2.5,4,4,"akorsak","Belgian Pale Ale",3,3,"Saranac Belgian Ale",5.9,26617,5985
2743,"Green Flash Brewing Co.",1262623864,4,4.5,4,"womencantsail","American Double / Imperial IPA",4,4.5,"Green Flash Palate Wrecker (Hamilton's 2nd Annie Ale)",9,45175,5986
5316,"Full Sail Brewery & Tasting Room & Pub",1282304037,4,3.5,4,"BuckeyeNation","American Pale Ale (APA)",4,3.5,"Full Sail Hop Pursuit (Brewmaster Reserve)",6,56756,5987
6045,"Iron Hill Brewery & Restaurant",1275702993,4,4.5,4.5,"akorsak","Saison / Farmhouse Ale",4.5,4,"Saison De Sorachi",6.8,58355,5988
99,"Matt Brewing Company",1235485422,3.5,3.5,3.5,"BuckeyeNation","American Brown Ale",3.5,3.5,"Saranac India Brown Ale",6,45427,5989
590,"New Glarus Brewing Company",1235855520,4.5,4.5,4,"akorsak","Hefeweizen",4.5,4.5,"Crack'd Wheat",5.95,47539,5990
2155,"Red Brick Station",1301848766,3.5,4,4,"akorsak","American Amber / Red Ale",4,3.5,"Charlotte",5.7,24384,5991
193,"Anderson Valley Brewing Company",1161552437,3.5,3.5,3.5,"BuckeyeNation","Tripel",4,3.5,"Brother David's Triple Abbey Style Ale",10,17498,5992
793,"Lake Louie Brewery Company",1185280786,4.5,4.5,4,"BuckeyeNation","Scotch Ale / Wee Heavy",4.5,4.5,"Louie's Reserve Scotch Ale",10,9877,5993
5318,"Port Brewing Company / Pizza Port",1279577490,3.5,3,3,"womencantsail","English Pale Ale",3,3,"Foam Ball",NA,60218,5994
392,"Weyerbacher Brewing Co.",1164435177,4.5,5,4.5,"ChainGangGuy","English Barleywine",4.5,4.5,"Insanity",11.1,18199,5995
637,"Brasserie Dupont sprl",1234750014,5,4,4,"akorsak","Saison / Farmhouse Ale",4,4,"Avril",3.5,42772,5996
694,"Tröegs Brewing Company",1279486128,3.5,4,4,"akorsak","Belgian Strong Pale Ale",4,4.5,"The Drafting Room 16th Anniversary Ale",7.5,59546,5997
583,"Saint Louis Brewery / Schlafly Tap Room",1263239404,4.5,3,4,"womencantsail","American Pale Ale (APA)",4,4,"Schlafly Dry-Hopped American Pale Ale",5.9,36290,5998
16393,"Mission Brewery",1315974301,3,3,3.5,"womencantsail","American Blonde Ale",3.5,3,"Mission Blonde",5,41938,5999
16878,"Marshall Brewing Company",1256609668,3.5,3.5,4,"akorsak","American IPA",4,3.5,"Atlas India Pale Ale",6.5,44331,6000
11207,"Maui Brewing Co. (Brewpub)",1303620073,4,4,4,"womencantsail","Belgian Strong Dark Ale",4,4,"Father Damien (Pinot Noir Barrels)",8.8,67856,6001
147,"Stone Brewing Co.",1288549078,4,4.5,4,"ChainGangGuy","Belgian Strong Pale Ale",3.5,4.5,"Stone 07.07.07 Vertical Epic Ale (Red Wine Barrel Aged)",10,42172,6002
689,"Two Brothers Brewing Company",1287441186,4.5,4,4,"womencantsail","Lambic - Fruit",4.5,3.5,"Project Opus 10",NA,36090,6003
190,"Brouwerij De Troch",1284099929,3,3,3.5,"womencantsail","Faro",3,3,"Chapeau Faro Lambic",4.75,6624,6004
2210,"Firestone Walker Brewing Co.",1275771989,4,4.5,4,"akorsak","American Strong Ale",4.5,4.5,"Firestone 11 - Anniversary Ale",11,39873,6005
73,"Great Lakes Brewing Company",1241405465,4.5,4,4,"ChainGangGuy","Extra Special / Strong Bitter (ESB)",4.5,4,"Great Lakes Moondog ESB",5,43283,6006
1536,"Privatbrauerei Gaffel Becker & Co.",1122383977,4,3.5,3.5,"BuckeyeNation","Kölsch",4,4,"Gaffel Kölsch",4.8,4137,6007
741,"Lakefront Brewery, Inc.",1237997758,3,3,3.5,"ChainGangGuy","Irish Dry Stout",3.5,3,"Snake Chaser",5,15884,6008
6045,"Iron Hill Brewery & Restaurant",1208035414,4,4,3.5,"akorsak","Belgian Pale Ale",4,4,"Belgian Pale Ale",NA,42129,6009
287,"Bell's Brewery, Inc.",1223757451,3.5,3.5,4,"akorsak","Märzen / Oktoberfest",3.5,3.5,"Bell's Octoberfest Beer",5.5,32695,6010
132,"Rogue Ales",1261772550,3,3.5,3.5,"ChainGangGuy","American Strong Ale",4,3.5,"Charlie (JLS Release #22)",8.5,36686,6011
5318,"Port Brewing Company / Pizza Port",1323198600,4,4,4,"womencantsail","American Double / Imperial Stout",4,4,"Z Man (Bourbon Barrel Aged)",NA,69357,6012
17981,"Cigar City Brewing",1250308187,4,4,4.5,"ChainGangGuy","American IPA",4.5,4.5,"Jai Alai IPA - Cedar Aged (Humidor Series)",7.5,50081,6013
9897,"Jolly Pumpkin Artisan Ales",1160488252,4,4,4,"BuckeyeNation","Saison / Farmhouse Ale",4,4,"Bam Bière",4.5,28176,6014
7282,"Brauerei Hofstetten Krammer GmbH & Co. KG",1271107050,4,4,4,"ChainGangGuy","Doppelbock",4.5,4,"Granitbock",7.3,47234,6015
20017,"Five Seasons Westside",1325958225,4,4,4.5,"ChainGangGuy","American Porter",4.5,4.5,"Oaky Fenokee",NA,77101,6016
16533,"Hub City Brewing Company",1212115809,3.5,2.5,2.5,"ChainGangGuy","American Blonde Ale",3.5,3,"Hub City Golden Ale",NA,42113,6017
378,"Atlantic Brewing Company",1258148649,3.5,3.5,4,"ChainGangGuy","English Brown Ale",3.5,3.5,"Bar Harbor Real Ale",5.2,1052,6018
42,"Brewery Ommegang",1296306206,4,4,4,"BuckeyeNation","Tripel",4.5,4.5,"Tripel Perfection",8.9,57817,6019
206,"Hook & Ladder Brewing Company (No. 2)",1225542716,3,3,3.5,"BuckeyeNation","English Brown Ale",2,2.5,"Hook & Ladder Backdraft Brown",4.5,644,6020
30,"Avery Brewing Company",1240789123,3.5,3.5,4,"ChainGangGuy","American Wild Ale",4,4,"Brabant",8.65,47139,6021
23016,"Bank Beer Co.",1295443671,3.5,3,4,"BuckeyeNation","American Amber / Red Lager",3.5,3.5,"Rooster Lager",NA,55324,6022
261,"Cisco Brewers Inc.",1231111294,3,4,3.5,"ChainGangGuy","American Blonde Ale",2.5,3.5,"Bailey's Blonde Ale",7.5,1440,6023
48,"Brouwerij Van Steenberge N.V.",1136155861,3.5,3.5,4,"BuckeyeNation","Belgian IPA",4.5,3.5,"Piraat Ale",10.5,156,6024
7773,"Legacy Brewing Co.",1169129674,4,3.5,4,"akorsak","American Amber / Red Ale",4,4,"Hedonism Ale",7.1,22502,6025
140,"Sierra Nevada Brewing Co.",1261040919,4.5,4.5,5,"womencantsail","American Porter",4,4,"Sierra Nevada Porter",5.6,279,6026
95,"Löwenbräu AG",1143214236,3.5,3,3.5,"BuckeyeNation","Munich Helles Lager",3,3,"Löwenbräu Original",5.2,280,6027
6372,"Fort Collins Brewing",1287146557,3,3,4,"BuckeyeNation","Maibock / Helles Bock",3.5,3,"Hellesbock",7.6,59626,6028
144,"Sprecher Brewing Company",1234281753,4,3.5,3.5,"BuckeyeNation","English Barleywine",3.5,3.5,"Barleywine",9.71,27328,6029
5318,"Port Brewing Company / Pizza Port",1297206776,4,3.5,4,"womencantsail","Belgian Pale Ale",4,4,"There And Here",5.8,65917,6030
14879,"Hoppin' Frog Brewery",1177553356,4,4.5,4,"akorsak","Russian Imperial Stout",4,4.5,"B.O.R.I.S. The Crusher Oatmeal-Imperial Stout",9.4,33644,6031
786,"Stevens Point Brewery",1156340071,3.5,3,4,"BuckeyeNation","Bock",2.5,3,"Point Spring Bock",5.2,8187,6032
6928,"Twain's Billiards and Tap",1206654889,3.5,3.5,4.5,"ChainGangGuy","American Double / Imperial Stout",4,3.5,"Twain's Three Lies Imperial Stout",6.9,40730,6033
394,"Stoudts Brewing Co.",1140104792,4,3.5,3.5,"BuckeyeNation","American Double / Imperial IPA",4,4,"Stoudt's Double IPA (India Pale Ale)",10,20470,6034
4936,"Krasniy Vostok",1183549882,2.5,3,3.5,"BuckeyeNation","Euro Pale Lager",2.5,2.5,"Chechskiy Standart Svetloe",3.8,10839,6035
273,"SweetWater Brewing Company",1291931452,4,4,4,"womencantsail","American Double / Imperial IPA",3.5,3.5,"Sweetwater Dank Tank Border Hopper",8.6,62917,6036
3,"Abita Brewing Co.",1093297250,3.5,3.5,3,"BuckeyeNation","Fruit / Vegetable Beer",2.5,3.5,"Purple Haze",4.2,7,6037
16589,"Spring House Brewing Company",1268521155,4,4,4,"akorsak","Belgian Dark Ale",4,4,"Alien Agenda (Belgian) Amber Ale",5.5,56510,6038
601,"Obolon Brewery",1170169849,2,2,4,"BuckeyeNation","Euro Dark Lager",2.5,2,"Obolon Oksamytove (Deep Velvet)",5.3,35035,6039
16320,"Brasserie de la Senne",1163866735,4.5,4,4.5,"BuckeyeNation","Belgian Pale Ale",4,4,"Zinnebir",6,38705,6040
6928,"Twain's Billiards and Tap",1260032891,4,3.5,4,"ChainGangGuy","American IPA",4.5,4,"Twain's Bull Frog IPA",6,43495,6041
5318,"Port Brewing Company / Pizza Port",1239468800,3.5,3.5,4,"ChainGangGuy","Saison / Farmhouse Ale",3.5,3,"Ne Goeien Saison",5.5,44152,6042
394,"Stoudts Brewing Co.",1261697370,4,4.5,4,"akorsak","Bock",4.5,4.5,"Stoudts Bock",NA,53904,6043
113,"Samuel Smith Old Brewery (Tadcaster)",1118240557,4.5,4,4,"BuckeyeNation","English Brown Ale",4,4.5,"Samuel Smith's Nut Brown Ale",5,576,6044
15280,"Atwater Block Brewery",1236172577,2.5,2,4,"BuckeyeNation","American IPA",3,2.5,"Atwater Salvation IPA",6,27243,6045
22,"Unibroue",1292835652,3,3,3.5,"womencantsail","Belgian Strong Pale Ale",3.5,3.5,"Edition 2004",10.5,14732,6046
1549,"Goose Island Beer Co.",1318131072,3.5,3.5,4,"womencantsail","Extra Special / Strong Bitter (ESB)",4,4,"Harvest Ale",5.6,38488,6047
3120,"Alpine Beer Company",1270410453,4.5,5,4,"akorsak","American IPA",4,4.5,"Nelson",7.1,32286,6048
3448,"Hoppy Brewing Co.",1161359807,4,4,4,"BuckeyeNation","American Amber / Red Ale",3.5,4,"Hoppy Face Amber Ale",6.1,15138,6049
6045,"Iron Hill Brewery & Restaurant",1291502876,4,4,4,"akorsak","Russian Imperial Stout",4,4,"Russian Imperial Stout",9.5,7524,6050
11174,"Cervecera Mexicana S.A. De C.V.",1210450628,2,2.5,3.5,"BuckeyeNation","English Stout",1.5,2,"Potro",4.7,21697,6051
1199,"Founders Brewing Company",1167254704,2,2.5,2.5,"ChainGangGuy","Quadrupel (Quad)",2.5,2.5,"Founders Bad Habit Belgian Quad",9.8,16073,6052
1396,"Snipes Mountain Microbrewery & Restaurant",1179094944,4,3.5,4,"BuckeyeNation","American Barleywine",4,4,"Roza Barley Wine",NA,3726,6053
3760,"Mill Street Brew Pub",1239801281,4,3.5,4,"BuckeyeNation","American Pale Ale (APA)",4.5,4,"Mill Street Tankhouse Ale",5.2,10365,6054
24300,"Evil Twin Brewing",1313342134,3.5,3.5,4,"womencantsail","Saison / Farmhouse Ale",4,3.5,"Evil Twin Ryan And The Beaster Bunny",7,71742,6055
395,"Bluegrass Brewing Co. - East St. Matthew's",1139024798,4,3,3.5,"ChainGangGuy","American Pale Ale (APA)",3.5,3,"American Pale Ale",5.79,1122,6056
805,"Brasserie Du Bocq",1174516551,4,3.5,3.5,"BuckeyeNation","Witbier",3.5,4,"Blanche Des Moines",4.5,32747,6057
1549,"Goose Island Beer Co.",1080670070,4,4,3.5,"BuckeyeNation","Irish Red Ale",3.5,4,"Kilgubbin Red Ale",4.5,2778,6058
1475,"Maumee Bay Brewing Company",1256564327,4,4,4,"akorsak","American Double / Imperial IPA",4,4.5,"Amarillo Brillo",8.5,53665,6059
697,"Kiuchi Brewery",1217098750,4,4.5,4,"akorsak","American Double / Imperial Stout",3.5,3.5,"Hitachino Nest Espresso Stout",7.5,37836,6060
719,"Blitz-Weinhard Brewing Co.",1211283879,3.5,3.5,3.5,"BuckeyeNation","American Pale Lager",3.5,3.5,"Henry Weinhard's Private Reserve",4.8,5040,6061
256,"Lost Coast Brewery and Cafe",1157258900,4,4,3.5,"ChainGangGuy","Oatmeal Stout",4.5,3.5,"8 Ball Stout",6.3,5045,6062
25960,"Heretic Brewing Company",1313679514,4,4,4,"womencantsail","Belgian Pale Ale",4,3.5,"Tafelbully",4.8,72214,6063
147,"Stone Brewing Co.",1266530951,4.5,4,4,"BuckeyeNation","Belgian Strong Dark Ale",4,4,"Stone 09.09.09 Vertical Epic Ale",8.6,52441,6064
1819,"Granite City Food & Brewery",1075763337,3,3,4,"BuckeyeNation","American Stout",2.5,3,"Broad Axe Stout",5.2,19423,6065
16792,"Boak Beverage",1262526997,3.5,4,3,"BuckeyeNation","Witbier",3,3.5,"Boaks Double BW",4.5,50619,6066
392,"Weyerbacher Brewing Co.",1189383321,4,3.5,3.5,"akorsak","American Amber / Red Ale",3.5,3.5,"House Ale",4.5,31337,6067
257,"Steel Brewing Company",1187645748,3,2,3,"ChainGangGuy","American Malt Liquor",3,2,"Steel Reserve 211 Triple Export",8.1,27218,6068
15280,"Atwater Block Brewery",1189795181,3.5,2.5,3,"ChainGangGuy","Munich Dunkel Lager",3,3,"Atwater Dunkel",5.6,12769,6069
17981,"Cigar City Brewing",1305138002,4,4.5,4,"womencantsail","Russian Imperial Stout",3.5,4,"110K+OT Batch #2 - I.R.I.S. - Barrel Aged",11.5,51469,6070
651,"Ithaca Beer Company",1205965647,4.5,4,4,"BuckeyeNation","Rye Beer",4,4.5,"Old Habit",9,37156,6071
10153,"Pisgah Brewing Co.",1236553652,3.5,3.5,4,"ChainGangGuy","Fruit / Vegetable Beer",3,3.5,"Pisgah Red Devil",8,37951,6072
1114,"Bullfrog Brewery",1238891924,4,4,4,"akorsak","Scotch Ale / Wee Heavy",4,4.5,"Wolfsblood Scotch Ale (Barrel Aged)",8,48249,6073
360,"Warsteiner Brauerei",1221278766,3,3,3,"ChainGangGuy","Munich Dunkel Lager",3,3,"Warsteiner Premium Dunkel",4.9,1611,6074
30,"Avery Brewing Company",1236365695,3,3,3.5,"ChainGangGuy","Märzen / Oktoberfest",3.5,3,"The Kaiser",10.03,19425,6075
74,"Gritty McDuff's Brewing Company",1207529897,3,3.5,3.5,"akorsak","English Brown Ale",3,3,"Gritty McDuff's Best Brown",NA,230,6076
147,"Stone Brewing Co.",1174837017,5,4.5,4.5,"BuckeyeNation","American Strong Ale",4.5,5,"Oaked Arrogant Bastard Ale",7.2,8951,6077
1475,"Maumee Bay Brewing Company",1218852103,4,4,4,"akorsak","American Pale Ale (APA)",3.5,3.5,"Glass City Pale Ale",5.7,13097,6078
18149,"The Lost Abbey",1266151305,4,4,4,"akorsak","American Wild Ale",4.5,4.5,"Duck Duck Gooze",7,51116,6079
688,"Coastal Extreme Brewing Co.",1085965999,4,3.5,3.5,"BuckeyeNation","Irish Red Ale",3.5,3.5,"Newport Storm Spring Ale",5,4068,6080
694,"Tröegs Brewing Company",1232046152,4,3.5,3.5,"ChainGangGuy","Oatmeal Stout",4,4,"Scratch Beer 15 - 2008",6,45781,6081
15324,"Five Seasons North",1200019483,4,4,4,"ChainGangGuy","American Double / Imperial Stout",5,4,"10W-30 Imperial Oatmeal Stout",9.4,40511,6082
13307,"Mikkeller ApS",1275402861,4.5,4,4.5,"BuckeyeNation","American Double / Imperial IPA",4,4.5,"1000 IBU",9.6,56842,6083
24300,"Evil Twin Brewing",1325713843,3.5,3.5,4,"womencantsail","American Double / Imperial Stout",4,3,"Evil Twin Christmas Eve At A New York City Hotel Room (2011)",10,76028,6084
33,"Berkshire Brewing Company Inc.",1232915695,3.5,4.5,4,"akorsak","American Porter",4,4.5,"Coffeehouse Porter",6.2,85,6085
17271,"Bootlegger's Brewery",1269145410,4,4,4,"womencantsail","American Wild Ale",4,4,"Lambic #1",NA,56936,6086
4707,"Choc Beer Co. / Pete's Place",1237573751,1.5,1.5,3,"ChainGangGuy","Vienna Lager",3,1.5,"Choctoberfest",NA,26534,6087
923,"Ska Brewing Co.",1278473270,3.5,3.5,4,"womencantsail","American Double / Imperial IPA",4,3.5,"Decadent Imperial IPA",10,21337,6088
1675,"Birrificio Le Baladin",1310995260,4.5,4,4,"womencantsail","English Barleywine",4,4.5,"Xyauyù Etichetta Argento (Silver)",13.5,58896,6089
30,"Avery Brewing Company",1279456345,4.5,4.5,4,"BuckeyeNation","Saison / Farmhouse Ale",4,4,"Avery Anniversary Ale - Sixteen",7.69,50203,6090
5318,"Port Brewing Company / Pizza Port",1317007860,4,4,4.5,"ChainGangGuy","American Double / Imperial IPA",4,4,"5th Anniversary",10,69053,6091
1170,"Upland Brewing Company",1270865919,3.5,3.5,4,"akorsak","Schwarzbier",3.5,3,"Schwarz",5.3,43393,6092
651,"Ithaca Beer Company",1185398672,3.5,3.5,4,"BuckeyeNation","German Pilsener",3.5,3.5,"Ithaca Pils",5.5,30030,6093
694,"Tröegs Brewing Company",1302151150,3.5,4,4,"womencantsail","American Pale Ale (APA)",4,4,"Tröegs Pale Ale",5.4,2619,6094
35,"Boston Beer Company (Samuel Adams)",1262100566,4.5,4,4,"BuckeyeNation","Witbier",4.5,4,"Samuel Adams Imperial White",10.3,47317,6095
1199,"Founders Brewing Company",1274900051,4,4.5,4.5,"ChainGangGuy","American Porter",4,4.5,"Founders Porter",6.5,7348,6096
6372,"Fort Collins Brewing",1244665529,4,4.5,4.5,"ChainGangGuy","Doppelbock",4.5,4.5,"Barrel Licked Bock",10.2,49008,6097
396,"AleSmith Brewing Company",1284586431,4,4,4,"womencantsail","Belgian Strong Dark Ale",4,4,"AleSmith Grand Cru Ale",10,27371,6098
1930,"Alcatraz Brewing Co.",1264271956,3,3,3,"womencantsail","American Pale Wheat Ale",3,3.5,"Apricot Wheat",4.6,55589,6099
199,"Ballast Point Brewing Company",1253481437,4,4.5,4,"akorsak","American Porter",4,4,"Victory At Sea Coffee Vanilla Imperial Porter",10,48505,6100
22430,"Mallinsons Brewing Company",1320612752,3.5,4,3.5,"akorsak","English Bitter",4,3.5,"Hopped #7",3.8,74921,6101
1627,"Eel River Brewing Co.",1244753171,3,3,3.5,"ChainGangGuy","American Blonde Ale",3.5,3.5,"California Blonde Ale",5.62,4558,6102
952,"Great Dane Pub & Brewing Company (Downtown)",1203253208,4.5,3.5,4,"BuckeyeNation","Doppelbock",4.5,4,"Oktopplebock",NA,14667,6103
147,"Stone Brewing Co.",1247698674,4.5,4.5,4.5,"womencantsail","American Black Ale",4,4.5,"Stone Sublimely Self-Righteous Ale",8.7,38470,6104
1032,"Five Seasons Prado",1284301593,3.5,4,4,"ChainGangGuy","Hefeweizen",3,3.5,"Big Blonde HefeWeizen",NA,4190,6105
1683,"Santa Fe Brewing Company",1289789789,3,3.5,3.5,"womencantsail","American Wild Ale",4,3.5,"Wild Ale #6 Bordeaux Barrel Series",5,62840,6106
18149,"The Lost Abbey",1235271524,4,4.5,4.5,"akorsak","American Wild Ale",4.5,5,"Cuvee De Tomme",11,34315,6107
15237,"De Struise Brouwers",1298065151,3.5,3.5,4,"akorsak","American Double / Imperial Stout",4.5,4,"Black Damnation II - Mocha Bomb",12,55554,6108
952,"Great Dane Pub & Brewing Company (Downtown)",1235648223,4,3.5,4,"BuckeyeNation","American Brown Ale",3.5,3.5,"New Peculier Ale",NA,30862,6109
16843,"Hangar 24 Brewery",1304979117,3.5,4,4.5,"womencantsail","American IPA",4,3.5,"Hangar 24 IPA",7,46836,6110
140,"Sierra Nevada Brewing Co.",1301012747,3.5,4,4.5,"womencantsail","American IPA",4.5,3.5,"Sierra Nevada Anniversary Ale (2007-2009)",5.9,37477,6111
2210,"Firestone Walker Brewing Co.",1275913446,4.5,4,3.5,"BuckeyeNation","American Pale Wheat Ale",3.5,4,"Solace",6,57242,6112
905,"Estes Park Brewery",1189804449,2.5,2.5,2.5,"ChainGangGuy","American Adjunct Lager",3,2.5,"Staggering Elk Organic Lager",4.5,7166,6113
13302,"Butternuts Beer & Ale",1295051827,3.5,3.5,4,"womencantsail","Hefeweizen",4,3.5,"Heinnieweisse Weissebier",4.9,28750,6114
100,"McNeill's Brewery",1295056113,4,3.5,4,"akorsak","American Amber / Red Ale",4,4,"McNeill's Ruby Ale",5.7,1509,6115
5318,"Port Brewing Company / Pizza Port",1289964749,4,3.5,4,"womencantsail","English Pale Ale",4,3.5,"Palapa Pale Ale",5.4,16832,6116
94,"Long Trail Brewing Co.",1082221963,3.5,3.5,3.5,"BuckeyeNation","English India Pale Ale (IPA)",3,3.5,"IPA",5.9,270,6117
1315,"Klosterbrauerei Weltenburg",1297569292,4.5,4,4,"womencantsail","Dunkelweizen",4,4,"Weltenburger Hefe-Weissbier Dunkel",5.3,6968,6118
147,"Stone Brewing Co.",1269716800,4,4,4,"womencantsail","American Pale Ale (APA)",4,4,"Stone Pale Ale With Cascade Hops",5.4,57135,6119
813,"Les Brasseurs de Gayant",1249773948,4,4,4,"akorsak","Bière de Garde",4,3.5,"Saint Landelin La Divine",8.5,38903,6120
4410,"Back Street Brewery",1284830611,1,2,2,"womencantsail","Cream Ale",2.5,1,"Crossroads",5.2,43424,6121
694,"Tröegs Brewing Company",1297569034,2,2,3.5,"womencantsail","American IPA",3.5,2,"Scratch Beer 40 - 2010 (IPA #4 Of 4)",8.1,64887,6122
5316,"Full Sail Brewery & Tasting Room & Pub",1224441230,4,3,4,"ChainGangGuy","American Amber / Red Ale",4,3.5,"Full Sail Amber",5.5,213,6123
30,"Avery Brewing Company",1150680047,3.5,3,4,"akorsak","Saison / Farmhouse Ale",3.5,4,"Avery Anniversary Ale - Twelve (Saison Ale)",7.6,23540,6124
6928,"Twain's Billiards and Tap",1245910068,3.5,3.5,4,"ChainGangGuy","American Double / Imperial IPA",4,4,"Twain's XL Double IPA",7.8,44816,6125
7730,"Nøgne Ø - Det Kompromissløse Bryggeri A/S",1199378220,3.5,3.5,4.5,"BuckeyeNation","American IPA",4,3.5,"India Pale Ale",7.5,14507,6126
266,"Mad River Brewing Company",1182650956,3.5,4,3,"ChainGangGuy","American Barleywine",3,3.5,"John Barleycorn Barleywine Ale",11,20500,6127
612,"Flossmoor Station Restaurant & Brewery",1230509568,4,4,3.5,"ChainGangGuy","Lambic - Fruit",4,3.5,"De Zuidentrein Frambozenbier",NA,36612,6128
16315,"BrewDog",1279823927,1,2,4,"womencantsail","American Double / Imperial IPA",2.5,1.5,"Sink The Bismarck!",41,57015,6129
1318,"Artisan's Brewery & Italian Grill",1253819663,3,3,3.5,"akorsak","Hefeweizen",3,3,"Hefeweizen",5,19410,6130
207,"Brasserie de Rochefort",1178291790,5,4,4,"BuckeyeNation","Belgian Strong Dark Ale",4.5,4.5,"Trappistes Rochefort 6",7.5,3842,6131
12351,"Lightning Brewery",1271788125,1,1,4,"womencantsail","American Porter",3,1,"Barrel Aged Black Lightning Porter",8.5,57698,6132
16393,"Mission Brewery",1286804011,3.5,3.5,4,"BuckeyeNation","American Double / Imperial IPA",3.5,3.5,"Shipwrecked",9.25,56172,6133
651,"Ithaca Beer Company",1249312518,4,5,4,"akorsak","American IPA",4,4,"Flower Power India Pale Ale",7.5,6076,6134
10097,"Harpoon Brewery",1183587354,4,3.5,3.5,"ChainGangGuy","Kölsch",3.5,3,"Harpoon Summer Beer",5.5,307,6135
12224,"Rinkuškiai Alaus Darykloje",1161465919,3,2.5,3,"ChainGangGuy","Euro Strong Lager",4,2.5,"aibo",9.5,25884,6136
11031,"Brouwerij De Molen",1206306294,4,4.5,4,"ChainGangGuy","Baltic Porter",4,4.5,"Tsarina Esra Imperial Porter",11,40959,6137
11599,"Green Man Brewery",1230510115,3.5,3.5,4,"ChainGangGuy","Extra Special / Strong Bitter (ESB)",4,3.5,"Green Man ESB",5.3,28146,6138
30,"Avery Brewing Company",1274936901,3,3.5,4,"womencantsail","American Double / Imperial Stout",3.5,3,"Black Tot",10.08,52526,6139
15237,"De Struise Brouwers",1208045420,4.5,4,3.5,"ChainGangGuy","American Wild Ale",4,4,"Struiselensis",7,41010,6140
8818,"Dale Bros. Brewery",1304464797,2,2.5,4,"womencantsail","English Bitter",3.5,2.5,"Dude Of York",5,45736,6141
1199,"Founders Brewing Company",1224465969,4,4.5,4,"ChainGangGuy","Belgian Strong Pale Ale",4,4.5,"Founders Blushing Monk",9.2,25852,6142
689,"Two Brothers Brewing Company",1143156123,4,4,4.5,"BuckeyeNation","American Double / Imperial IPA",4.5,4,"Hop Juice Double India Pale Ale",9.9,22484,6143
144,"Sprecher Brewing Company",1184849063,4.5,4,4,"BuckeyeNation","Scotch Ale / Wee Heavy",3.5,4.5,"Pipers Scotch-Style Ale",8.27,25258,6144
14967,"Brau Brothers Brewing Co. LLC",1188219683,3.5,3.5,3.5,"BuckeyeNation","Scotch Ale / Wee Heavy",4,3.5,"Scotch Ale",7.3,35851,6145
12959,"Captain Lawrence Brewing Co.",1191298712,4,3.5,3.5,"ChainGangGuy","Dubbel",4,4,"St. Vincent's Dubbel",8,28992,6146
392,"Weyerbacher Brewing Co.",1317937938,4,4,4,"womencantsail","Pumpkin Ale",4,3.5,"Imperial Pumpkin Ale",8,25880,6147
17980,"Lawson's Finest Liquids",1304978221,4,4,4,"womencantsail","American Blonde Ale",4,3.5,"Knockout Blonde",6.1,54052,6148
392,"Weyerbacher Brewing Co.",1140980248,3,4,4,"akorsak","American Strong Ale",3.5,3.5,"Decadence",13,24427,6149
10996,"Roots Organic Brewery",1209502468,4,4,4,"ChainGangGuy","American Strong Ale",4,4,"Epic Ale",14,27617,6150
158,"Great Divide Brewing Company",1302897250,3.5,3.5,4,"womencantsail","American Double / Imperial IPA",4,3.5,"17th Anniversary Wood Aged Double IPA",10,67655,6151
1199,"Founders Brewing Company",1198616903,3,3.5,4,"ChainGangGuy","American IPA",3.5,3.5,"Founders Harvest Ale",6.5,20478,6152
1602,"Big Hole Brewing Company",1187647645,2.5,3,3,"ChainGangGuy","American Amber / Red Ale",3,2.5,"Wisdom Amber Ale",5,13292,6153
1199,"Founders Brewing Company",1115393874,5,4.5,5,"BuckeyeNation","Rye Beer",4.5,5,"Founders Red's Rye PA",6.6,16074,6154
